--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at http://bit.ly/pio-monitor-filters
, count:160, delta_loop_time: 10, offset_y_cm from origin: 639.29, offset_x_cm for ac: -108.91
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 110.64, offset_x_cm for ac: -94.51
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 110.74, offset_x_cm for ac: -94.50
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 110.84, offset_x_cm for ac: -94.50
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 110.94, offset_x_cm for ac: -94.49
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 111.04, offset_x_cm for ac: -94.49
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 111.14, offset_x_cm for ac: -94.48
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 111.24, offset_x_cm for ac: -94.48
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 111.34, offset_x_cm for ac: -94.47
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 111.44, offset_x_cm for ac: -94.47
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 111.54, offset_x_cm for ac: -94.47
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 111.64, offset_x_cm for ac: -94.46
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 111.74, offset_x_cm for ac: -94.46
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 111.84, offset_x_cm for ac: -94.45
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 111.94, offset_x_cm for ac: -94.45
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 112.04, offset_x_cm for ac: -94.44
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 112.14, offset_x_cm for ac: -94.44
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 112.24, offset_x_cm for ac: -94.43
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 112.34, offset_x_cm for ac: -94.43
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 112.44, offset_x_cm for ac: -94.42
send offset to actuator, count:208, delta_loop_time: 10, offset_y_cm from origin: 112.54, offset_x_cm for ac: -94.42
, delta_time_ms: 216send offset to actuator, count:209, delta_loop_time: 11, offset_y_cm from origin: 112.11, offset_x_cm for ac: -94.41
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 112.21, offset_x_cm for ac: -94.41
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 112.31, offset_x_cm for ac: -94.40
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 112.41, offset_x_cm for ac: -94.40
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 112.51, offset_x_cm for ac: -94.39
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 112.61, offset_x_cm for ac: -94.38
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 112.71, offset_x_cm for ac: -94.38
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 112.81, offset_x_cm for ac: -94.37
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 112.91, offset_x_cm for ac: -94.37
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 113.01, offset_x_cm for ac: -94.36
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 113.11, offset_x_cm for ac: -94.35
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 113.21, offset_x_cm for ac: -94.35
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 113.31, offset_x_cm for ac: -94.34
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 113.41, offset_x_cm for ac: -94.34
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 113.51, offset_x_cm for ac: -94.33
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 113.61, offset_x_cm for ac: -94.33
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 113.71, offset_x_cm for ac: -94.32
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 113.81, offset_x_cm for ac: -94.31
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 113.91, offset_x_cm for ac: -94.31
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 114.01, offset_x_cm for ac: -94.30
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 114.11, offset_x_cm for ac: -94.30
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 114.21, offset_x_cm for ac: -94.29
send offset to actuator, count:209, delta_loop_time: 10, offset_y_cm from origin: 114.31, offset_x_cm for ac: -94.28
, delta_time_ms: 220send offset to actuator, count:210, delta_loop_time: 11, offset_y_cm from origin: 113.77, offset_x_cm for ac: -94.27
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 113.87, offset_x_cm for ac: -94.25
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 113.97, offset_x_cm for ac: -94.23
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 114.07, offset_x_cm for ac: -94.21
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 114.17, offset_x_cm for ac: -94.19
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 114.27, offset_x_cm for ac: -94.17
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 114.37, offset_x_cm for ac: -94.15
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 114.47, offset_x_cm for ac: -94.13
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 114.57, offset_x_cm for ac: -94.11
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 114.67, offset_x_cm for ac: -94.09
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 114.77, offset_x_cm for ac: -94.07
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 114.87, offset_x_cm for ac: -94.05
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 114.97, offset_x_cm for ac: -94.03
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 115.07, offset_x_cm for ac: -94.01
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 115.17, offset_x_cm for ac: -93.99
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 115.27, offset_x_cm for ac: -93.97
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 115.37, offset_x_cm for ac: -93.95
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 115.47, offset_x_cm for ac: -93.93
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 115.57, offset_x_cm for ac: -93.91
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 115.67, offset_x_cm for ac: -93.89
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 115.77, offset_x_cm for ac: -93.88
send offset to actuator, count:210, delta_loop_time: 10, offset_y_cm from origin: 115.87, offset_x_cm for ac: -93.86
, delta_time_ms: 222send offset to actuator, count:211, delta_loop_time: 11, offset_y_cm from origin: 114.48, offset_x_cm for ac: -93.85
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 114.58, offset_x_cm for ac: -93.83
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 114.68, offset_x_cm for ac: -93.81
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 114.78, offset_x_cm for ac: -93.80
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 114.88, offset_x_cm for ac: -93.78
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 114.98, offset_x_cm for ac: -93.76
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 115.08, offset_x_cm for ac: -93.75
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 115.18, offset_x_cm for ac: -93.73
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 115.28, offset_x_cm for ac: -93.71
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 115.38, offset_x_cm for ac: -93.70
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 115.48, offset_x_cm for ac: -93.68
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 115.58, offset_x_cm for ac: -93.66
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 115.68, offset_x_cm for ac: -93.65
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 115.78, offset_x_cm for ac: -93.63
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 115.88, offset_x_cm for ac: -93.61
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 115.98, offset_x_cm for ac: -93.60
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 116.08, offset_x_cm for ac: -93.58
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 116.18, offset_x_cm for ac: -93.57
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 116.28, offset_x_cm for ac: -93.55
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 116.38, offset_x_cm for ac: -93.53
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 116.48, offset_x_cm for ac: -93.52
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 116.58, offset_x_cm for ac: -93.50
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 116.68, offset_x_cm for ac: -93.49
send offset to actuator, count:211, delta_loop_time: 10, offset_y_cm from origin: 116.78, offset_x_cm for ac: -93.47
, delta_time_ms: 232send offset to actuator, count:212, delta_loop_time: 11, offset_y_cm from origin: 118.95, offset_x_cm for ac: -93.44
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 119.05, offset_x_cm for ac: -93.43
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 119.15, offset_x_cm for ac: -93.42
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 119.25, offset_x_cm for ac: -93.40
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 119.35, offset_x_cm for ac: -93.39
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 119.45, offset_x_cm for ac: -93.38
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 119.55, offset_x_cm for ac: -93.36
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 119.65, offset_x_cm for ac: -93.35
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 119.75, offset_x_cm for ac: -93.34
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 119.85, offset_x_cm for ac: -93.32
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 119.95, offset_x_cm for ac: -93.31
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 120.05, offset_x_cm for ac: -93.30
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 120.15, offset_x_cm for ac: -93.29
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 120.25, offset_x_cm for ac: -93.27
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 120.35, offset_x_cm for ac: -93.26
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 120.45, offset_x_cm for ac: -93.25
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 120.55, offset_x_cm for ac: -93.23
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 120.65, offset_x_cm for ac: -93.22
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 120.75, offset_x_cm for ac: -93.21
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 120.85, offset_x_cm for ac: -93.20
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 120.95, offset_x_cm for ac: -93.18
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 121.05, offset_x_cm for ac: -93.17
send offset to actuator, count:212, delta_loop_time: 10, offset_y_cm from origin: 121.15, offset_x_cm for ac: -93.16
, delta_time_ms: 218send offset to actuator, count:213, delta_loop_time: 11, offset_y_cm from origin: 112.10, offset_x_cm for ac: -93.20
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 112.20, offset_x_cm for ac: -93.19
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 112.30, offset_x_cm for ac: -93.18
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 112.40, offset_x_cm for ac: -93.17
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 112.50, offset_x_cm for ac: -93.16
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 112.60, offset_x_cm for ac: -93.15
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 112.70, offset_x_cm for ac: -93.14
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 112.80, offset_x_cm for ac: -93.13
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 112.90, offset_x_cm for ac: -93.12
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 113.00, offset_x_cm for ac: -93.11
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 113.10, offset_x_cm for ac: -93.10
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 113.20, offset_x_cm for ac: -93.09
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 113.30, offset_x_cm for ac: -93.08
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 113.40, offset_x_cm for ac: -93.07
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 113.50, offset_x_cm for ac: -93.06
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 113.60, offset_x_cm for ac: -93.05
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 113.70, offset_x_cm for ac: -93.04
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 113.80, offset_x_cm for ac: -93.03
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 113.90, offset_x_cm for ac: -93.02
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 114.00, offset_x_cm for ac: -93.02
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 114.10, offset_x_cm for ac: -93.01
send offset to actuator, count:213, delta_loop_time: 10, offset_y_cm from origin: 114.20, offset_x_cm for ac: -93.00
, delta_time_ms: 215send offset to actuator, count:214, delta_loop_time: 11, offset_y_cm from origin: 110.44, offset_x_cm for ac: -93.01
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 110.54, offset_x_cm for ac: -93.00
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 110.64, offset_x_cm for ac: -92.99
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 110.74, offset_x_cm for ac: -92.98
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 110.84, offset_x_cm for ac: -92.97
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 110.94, offset_x_cm for ac: -92.96
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 111.04, offset_x_cm for ac: -92.95
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 111.14, offset_x_cm for ac: -92.94
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 111.24, offset_x_cm for ac: -92.93
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 111.34, offset_x_cm for ac: -92.92
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 111.44, offset_x_cm for ac: -92.91
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 111.54, offset_x_cm for ac: -92.90
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 111.64, offset_x_cm for ac: -92.89
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 111.74, offset_x_cm for ac: -92.88
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 111.84, offset_x_cm for ac: -92.88
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 111.94, offset_x_cm for ac: -92.87
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 112.04, offset_x_cm for ac: -92.86
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 112.14, offset_x_cm for ac: -92.85
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 112.24, offset_x_cm for ac: -92.84
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 112.34, offset_x_cm for ac: -92.83
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 112.44, offset_x_cm for ac: -92.82
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 112.54, offset_x_cm for ac: -92.81
send offset to actuator, count:214, delta_loop_time: 10, offset_y_cm from origin: 112.64, offset_x_cm for ac: -92.80
, delta_time_ms: 221send offset to actuator, count:215, delta_loop_time: 11, offset_y_cm from origin: 113.00, offset_x_cm for ac: -92.80
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 113.10, offset_x_cm for ac: -92.79
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 113.20, offset_x_cm for ac: -92.79
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 113.30, offset_x_cm for ac: -92.79
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 113.40, offset_x_cm for ac: -92.78
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 113.50, offset_x_cm for ac: -92.78
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 113.60, offset_x_cm for ac: -92.78
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 113.70, offset_x_cm for ac: -92.77
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 113.80, offset_x_cm for ac: -92.77
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 113.90, offset_x_cm for ac: -92.77
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 114.00, offset_x_cm for ac: -92.76
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 114.10, offset_x_cm for ac: -92.76
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 114.20, offset_x_cm for ac: -92.76
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 114.30, offset_x_cm for ac: -92.75
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 114.40, offset_x_cm for ac: -92.75
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 114.50, offset_x_cm for ac: -92.75
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 114.60, offset_x_cm for ac: -92.74
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 114.70, offset_x_cm for ac: -92.74
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 114.80, offset_x_cm for ac: -92.74
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 114.90, offset_x_cm for ac: -92.73
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 115.00, offset_x_cm for ac: -92.73
send offset to actuator, count:215, delta_loop_time: 10, offset_y_cm from origin: 115.10, offset_x_cm for ac: -92.73
, delta_time_ms: 212send offset to actuator, count:216, delta_loop_time: 11, offset_y_cm from origin: 108.53, offset_x_cm for ac: -92.75
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 108.63, offset_x_cm for ac: -92.75
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 108.73, offset_x_cm for ac: -92.75
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 108.83, offset_x_cm for ac: -92.75
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 108.93, offset_x_cm for ac: -92.75
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 109.03, offset_x_cm for ac: -92.75
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 109.13, offset_x_cm for ac: -92.75
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 109.23, offset_x_cm for ac: -92.75
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 109.33, offset_x_cm for ac: -92.74
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 109.43, offset_x_cm for ac: -92.74
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 109.53, offset_x_cm for ac: -92.74
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 109.63, offset_x_cm for ac: -92.74
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 109.73, offset_x_cm for ac: -92.74
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 109.83, offset_x_cm for ac: -92.74
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 109.93, offset_x_cm for ac: -92.74
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 110.03, offset_x_cm for ac: -92.74
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 110.13, offset_x_cm for ac: -92.74
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 110.23, offset_x_cm for ac: -92.73
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 110.33, offset_x_cm for ac: -92.73
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 110.43, offset_x_cm for ac: -92.73
send offset to actuator, count:216, delta_loop_time: 10, offset_y_cm from origin: 110.53, offset_x_cm for ac: -92.73
, delta_time_ms: 211send offset to actuator, count:217, delta_loop_time: 11, offset_y_cm from origin: 107.81, offset_x_cm for ac: -92.75
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 107.91, offset_x_cm for ac: -92.75
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 108.01, offset_x_cm for ac: -92.75
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 108.11, offset_x_cm for ac: -92.76
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 108.21, offset_x_cm for ac: -92.76
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 108.31, offset_x_cm for ac: -92.76
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 108.41, offset_x_cm for ac: -92.77
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 108.51, offset_x_cm for ac: -92.77
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 108.61, offset_x_cm for ac: -92.77
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 108.71, offset_x_cm for ac: -92.77
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 108.81, offset_x_cm for ac: -92.78
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 108.91, offset_x_cm for ac: -92.78
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 109.01, offset_x_cm for ac: -92.78
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 109.11, offset_x_cm for ac: -92.79
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 109.21, offset_x_cm for ac: -92.79
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 109.31, offset_x_cm for ac: -92.79
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 109.41, offset_x_cm for ac: -92.80
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 109.51, offset_x_cm for ac: -92.80
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 109.61, offset_x_cm for ac: -92.80
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 109.71, offset_x_cm for ac: -92.81
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 109.81, offset_x_cm for ac: -92.81
send offset to actuator, count:217, delta_loop_time: 10, offset_y_cm from origin: 109.91, offset_x_cm for ac: -92.81
, delta_time_ms: 213send offset to actuator, count:218, delta_loop_time: 11, offset_y_cm from origin: 108.48, offset_x_cm for ac: -92.82
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 108.58, offset_x_cm for ac: -92.83
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 108.68, offset_x_cm for ac: -92.84
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 108.78, offset_x_cm for ac: -92.84
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 108.88, offset_x_cm for ac: -92.85
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 108.98, offset_x_cm for ac: -92.85
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 109.08, offset_x_cm for ac: -92.86
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 109.18, offset_x_cm for ac: -92.87
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 109.28, offset_x_cm for ac: -92.87
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 109.38, offset_x_cm for ac: -92.88
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 109.48, offset_x_cm for ac: -92.88
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 109.58, offset_x_cm for ac: -92.89
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 109.68, offset_x_cm for ac: -92.90
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 109.78, offset_x_cm for ac: -92.90
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 109.88, offset_x_cm for ac: -92.91
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 109.98, offset_x_cm for ac: -92.91
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 110.08, offset_x_cm for ac: -92.92
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 110.18, offset_x_cm for ac: -92.93
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 110.28, offset_x_cm for ac: -92.93
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 110.38, offset_x_cm for ac: -92.94
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 110.48, offset_x_cm for ac: -92.94
send offset to actuator, count:218, delta_loop_time: 10, offset_y_cm from origin: 110.58, offset_x_cm for ac: -92.95
, delta_time_ms: 214send offset to actuator, count:219, delta_loop_time: 11, offset_y_cm from origin: 108.68, offset_x_cm for ac: -92.96
send offset to actuator, count:219, delta_loop_time: 10, offset_y_cm from origin: 108.78, offset_x_cm for ac: -92.96
send offset to actuator, count:219, delta_loop_time: 10, offset_y_cm from origin: 108.88, offset_x_cm for ac: -92.96
send offset to actuator, count:219, delta_loop_time: 10, offset_y_cm from origin: 108.98, offset_x_cm for ac: -92.96
send offset to actuator, count:219, delta_loop_time: 10, offset_y_cm from origin: 109.08, offset_x_cm for ac: -92.97
