--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at http://bit.ly/pio-monitor-filters
, count:16, delta_loop_time: 10, offset_y_cm from origin: 29.48, offset_x_cm for ac: -54.47
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -30.22, offset_x_cm for ac: -131.71
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -30.12, offset_x_cm for ac: -131.70
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -30.02, offset_x_cm for ac: -131.69
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -29.92, offset_x_cm for ac: -131.68
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -29.82, offset_x_cm for ac: -131.67
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -29.72, offset_x_cm for ac: -131.66
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -29.62, offset_x_cm for ac: -131.65
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -29.52, offset_x_cm for ac: -131.64
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -29.42, offset_x_cm for ac: -131.63
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -29.32, offset_x_cm for ac: -131.62
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -29.22, offset_x_cm for ac: -131.61
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -29.12, offset_x_cm for ac: -131.60
send offset to actuator, count:372, delta_loop_time: 10, offset_y_cm from origin: -29.02, offset_x_cm for ac: -131.59
send offset to actuator, count:373, delta_loop_time: 11, offset_y_cm from origin: -29.37, offset_x_cm for ac: -131.60
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -29.27, offset_x_cm for ac: -131.59
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -29.17, offset_x_cm for ac: -131.58
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -29.07, offset_x_cm for ac: -131.57
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -28.97, offset_x_cm for ac: -131.56
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -28.87, offset_x_cm for ac: -131.56
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -28.77, offset_x_cm for ac: -131.55
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -28.67, offset_x_cm for ac: -131.54
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -28.57, offset_x_cm for ac: -131.53
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -28.47, offset_x_cm for ac: -131.52
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -28.37, offset_x_cm for ac: -131.51
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -28.27, offset_x_cm for ac: -131.50
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -28.17, offset_x_cm for ac: -131.50
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -28.07, offset_x_cm for ac: -131.49
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -27.97, offset_x_cm for ac: -131.48
send offset to actuator, count:373, delta_loop_time: 10, offset_y_cm from origin: -27.87, offset_x_cm for ac: -131.47
send offset to actuator, count:374, delta_loop_time: 11, offset_y_cm from origin: -31.85, offset_x_cm for ac: -131.58
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -31.75, offset_x_cm for ac: -131.56
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -31.65, offset_x_cm for ac: -131.55
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -31.55, offset_x_cm for ac: -131.53
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -31.45, offset_x_cm for ac: -131.52
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -31.35, offset_x_cm for ac: -131.50
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -31.25, offset_x_cm for ac: -131.49
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -31.15, offset_x_cm for ac: -131.48
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -31.05, offset_x_cm for ac: -131.46
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -30.95, offset_x_cm for ac: -131.45
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -30.85, offset_x_cm for ac: -131.43
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -30.75, offset_x_cm for ac: -131.42
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -30.65, offset_x_cm for ac: -131.41
send offset to actuator, count:374, delta_loop_time: 10, offset_y_cm from origin: -30.55, offset_x_cm for ac: -131.39
send offset to actuator, count:375, delta_loop_time: 11, offset_y_cm from origin: -30.24, offset_x_cm for ac: -131.37
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -30.14, offset_x_cm for ac: -131.36
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -30.04, offset_x_cm for ac: -131.35
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -29.94, offset_x_cm for ac: -131.34
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -29.84, offset_x_cm for ac: -131.33
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -29.74, offset_x_cm for ac: -131.32
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -29.64, offset_x_cm for ac: -131.31
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -29.54, offset_x_cm for ac: -131.30
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -29.44, offset_x_cm for ac: -131.29
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -29.34, offset_x_cm for ac: -131.28
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -29.24, offset_x_cm for ac: -131.26
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -29.14, offset_x_cm for ac: -131.25
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -29.04, offset_x_cm for ac: -131.24
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -28.94, offset_x_cm for ac: -131.23
send offset to actuator, count:375, delta_loop_time: 10, offset_y_cm from origin: -28.84, offset_x_cm for ac: -131.22
send offset to actuator, count:376, delta_loop_time: 11, offset_y_cm from origin: -30.37, offset_x_cm for ac: -131.24
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -30.27, offset_x_cm for ac: -131.22
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -30.17, offset_x_cm for ac: -131.19
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -30.07, offset_x_cm for ac: -131.17
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -29.97, offset_x_cm for ac: -131.14
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -29.87, offset_x_cm for ac: -131.12
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -29.77, offset_x_cm for ac: -131.09
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -29.67, offset_x_cm for ac: -131.07
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -29.57, offset_x_cm for ac: -131.04
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -29.47, offset_x_cm for ac: -131.02
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -29.37, offset_x_cm for ac: -130.99
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -29.27, offset_x_cm for ac: -130.97
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -29.17, offset_x_cm for ac: -130.94
send offset to actuator, count:376, delta_loop_time: 10, offset_y_cm from origin: -29.07, offset_x_cm for ac: -130.92
send offset to actuator, count:377, delta_loop_time: 11, offset_y_cm from origin: -30.66, offset_x_cm for ac: -130.93
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -30.56, offset_x_cm for ac: -130.90
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -30.46, offset_x_cm for ac: -130.86
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -30.36, offset_x_cm for ac: -130.83
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -30.26, offset_x_cm for ac: -130.80
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -30.16, offset_x_cm for ac: -130.76
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -30.06, offset_x_cm for ac: -130.73
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -29.96, offset_x_cm for ac: -130.70
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -29.86, offset_x_cm for ac: -130.66
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -29.76, offset_x_cm for ac: -130.63
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -29.66, offset_x_cm for ac: -130.60
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -29.56, offset_x_cm for ac: -130.56
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -29.46, offset_x_cm for ac: -130.53
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -29.36, offset_x_cm for ac: -130.50
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -29.26, offset_x_cm for ac: -130.47
send offset to actuator, count:377, delta_loop_time: 10, offset_y_cm from origin: -29.16, offset_x_cm for ac: -130.43
send offset to actuator, count:378, delta_loop_time: 11, offset_y_cm from origin: -33.45, offset_x_cm for ac: -130.52
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -33.35, offset_x_cm for ac: -130.49
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -33.25, offset_x_cm for ac: -130.45
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -33.15, offset_x_cm for ac: -130.41
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -33.05, offset_x_cm for ac: -130.38
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -32.95, offset_x_cm for ac: -130.34
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -32.85, offset_x_cm for ac: -130.31
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -32.75, offset_x_cm for ac: -130.27
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -32.65, offset_x_cm for ac: -130.23
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -32.55, offset_x_cm for ac: -130.20
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -32.45, offset_x_cm for ac: -130.16
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -32.35, offset_x_cm for ac: -130.13
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -32.25, offset_x_cm for ac: -130.09
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -32.15, offset_x_cm for ac: -130.06
send offset to actuator, count:378, delta_loop_time: 10, offset_y_cm from origin: -32.05, offset_x_cm for ac: -130.02
send offset to actuator, count:379, delta_loop_time: 11, offset_y_cm from origin: -33.36, offset_x_cm for ac: -130.03
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -33.26, offset_x_cm for ac: -129.99
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -33.16, offset_x_cm for ac: -129.96
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -33.06, offset_x_cm for ac: -129.92
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -32.96, offset_x_cm for ac: -129.89
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -32.86, offset_x_cm for ac: -129.85
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -32.76, offset_x_cm for ac: -129.82
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -32.66, offset_x_cm for ac: -129.78
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -32.56, offset_x_cm for ac: -129.75
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -32.46, offset_x_cm for ac: -129.71
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -32.36, offset_x_cm for ac: -129.68
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -32.26, offset_x_cm for ac: -129.65
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -32.16, offset_x_cm for ac: -129.61
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -32.06, offset_x_cm for ac: -129.58
send offset to actuator, count:379, delta_loop_time: 10, offset_y_cm from origin: -31.96, offset_x_cm for ac: -129.54
send offset to actuator, count:380, delta_loop_time: 11, offset_y_cm from origin: -35.04, offset_x_cm for ac: -129.59
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -34.94, offset_x_cm for ac: -129.55
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -34.84, offset_x_cm for ac: -129.51
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -34.74, offset_x_cm for ac: -129.47
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -34.64, offset_x_cm for ac: -129.43
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -34.54, offset_x_cm for ac: -129.39
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -34.44, offset_x_cm for ac: -129.35
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -34.34, offset_x_cm for ac: -129.32
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -34.24, offset_x_cm for ac: -129.28
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -34.14, offset_x_cm for ac: -129.24
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -34.04, offset_x_cm for ac: -129.20
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -33.94, offset_x_cm for ac: -129.16
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -33.84, offset_x_cm for ac: -129.12
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -33.74, offset_x_cm for ac: -129.08
send offset to actuator, count:380, delta_loop_time: 10, offset_y_cm from origin: -33.64, offset_x_cm for ac: -129.04
send offset to actuator, count:381, delta_loop_time: 11, offset_y_cm from origin: -34.29, offset_x_cm for ac: -129.02
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -34.19, offset_x_cm for ac: -128.98
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -34.09, offset_x_cm for ac: -128.94
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -33.99, offset_x_cm for ac: -128.90
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -33.89, offset_x_cm for ac: -128.86
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -33.79, offset_x_cm for ac: -128.82
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -33.69, offset_x_cm for ac: -128.78
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -33.59, offset_x_cm for ac: -128.75
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -33.49, offset_x_cm for ac: -128.71
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -33.39, offset_x_cm for ac: -128.67
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -33.29, offset_x_cm for ac: -128.63
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -33.19, offset_x_cm for ac: -128.59
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -33.09, offset_x_cm for ac: -128.55
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -32.99, offset_x_cm for ac: -128.51
send offset to actuator, count:381, delta_loop_time: 10, offset_y_cm from origin: -32.89, offset_x_cm for ac: -128.47
send offset to actuator, count:382, delta_loop_time: 11, offset_y_cm from origin: -34.74, offset_x_cm for ac: -128.48
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -34.64, offset_x_cm for ac: -128.43
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -34.54, offset_x_cm for ac: -128.38
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -34.44, offset_x_cm for ac: -128.34
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -34.34, offset_x_cm for ac: -128.29
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -34.24, offset_x_cm for ac: -128.24
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -34.14, offset_x_cm for ac: -128.20
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -34.04, offset_x_cm for ac: -128.15
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -33.94, offset_x_cm for ac: -128.10
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -33.84, offset_x_cm for ac: -128.06
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -33.74, offset_x_cm for ac: -128.01
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -33.64, offset_x_cm for ac: -127.96
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -33.54, offset_x_cm for ac: -127.92
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -33.44, offset_x_cm for ac: -127.87
send offset to actuator, count:382, delta_loop_time: 10, offset_y_cm from origin: -33.34, offset_x_cm for ac: -127.83
send offset to actuator, count:383, delta_loop_time: 11, offset_y_cm from origin: -36.88, offset_x_cm for ac: -127.88
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -36.78, offset_x_cm for ac: -127.83
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -36.68, offset_x_cm for ac: -127.78
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -36.58, offset_x_cm for ac: -127.73
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -36.48, offset_x_cm for ac: -127.68
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -36.38, offset_x_cm for ac: -127.64
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -36.28, offset_x_cm for ac: -127.59
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -36.18, offset_x_cm for ac: -127.54
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -36.08, offset_x_cm for ac: -127.49
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -35.98, offset_x_cm for ac: -127.45
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -35.88, offset_x_cm for ac: -127.40
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -35.78, offset_x_cm for ac: -127.35
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -35.68, offset_x_cm for ac: -127.30
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -35.58, offset_x_cm for ac: -127.26
send offset to actuator, count:383, delta_loop_time: 10, offset_y_cm from origin: -35.48, offset_x_cm for ac: -127.21
send offset to actuator, count:384, delta_loop_time: 11, offset_y_cm from origin: -36.25, offset_x_cm for ac: -127.18
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -36.15, offset_x_cm for ac: -127.12
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -36.05, offset_x_cm for ac: -127.07
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -35.95, offset_x_cm for ac: -127.02
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -35.85, offset_x_cm for ac: -126.97
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -35.75, offset_x_cm for ac: -126.91
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -35.65, offset_x_cm for ac: -126.86
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -35.55, offset_x_cm for ac: -126.81
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -35.45, offset_x_cm for ac: -126.76
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -35.35, offset_x_cm for ac: -126.71
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -35.25, offset_x_cm for ac: -126.66
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -35.15, offset_x_cm for ac: -126.60
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -35.05, offset_x_cm for ac: -126.55
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -34.95, offset_x_cm for ac: -126.50
send offset to actuator, count:384, delta_loop_time: 10, offset_y_cm from origin: -34.85, offset_x_cm for ac: -126.45
send offset to actuator, count:385, delta_loop_time: 11, offset_y_cm from origin: -36.67, offset_x_cm for ac: -126.44
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -36.57, offset_x_cm for ac: -126.39
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -36.47, offset_x_cm for ac: -126.33
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -36.37, offset_x_cm for ac: -126.28
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -36.27, offset_x_cm for ac: -126.23
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -36.17, offset_x_cm for ac: -126.17
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -36.07, offset_x_cm for ac: -126.12
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -35.97, offset_x_cm for ac: -126.06
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -35.87, offset_x_cm for ac: -126.01
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -35.77, offset_x_cm for ac: -125.96
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -35.67, offset_x_cm for ac: -125.90
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -35.57, offset_x_cm for ac: -125.85
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -35.47, offset_x_cm for ac: -125.80
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -35.37, offset_x_cm for ac: -125.74
send offset to actuator, count:385, delta_loop_time: 10, offset_y_cm from origin: -35.27, offset_x_cm for ac: -125.69
send offset to actuator, count:386, delta_loop_time: 11, offset_y_cm from origin: -38.20, offset_x_cm for ac: -125.72
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -38.10, offset_x_cm for ac: -125.66
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -38.00, offset_x_cm for ac: -125.61
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -37.90, offset_x_cm for ac: -125.56
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -37.80, offset_x_cm for ac: -125.51
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -37.70, offset_x_cm for ac: -125.46
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -37.60, offset_x_cm for ac: -125.41
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -37.50, offset_x_cm for ac: -125.36
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -37.40, offset_x_cm for ac: -125.31
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -37.30, offset_x_cm for ac: -125.26
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -37.20, offset_x_cm for ac: -125.21
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -37.10, offset_x_cm for ac: -125.16
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -37.00, offset_x_cm for ac: -125.11
send offset to actuator, count:386, delta_loop_time: 10, offset_y_cm from origin: -36.90, offset_x_cm for ac: -125.06
send offset to actuator, count:387, delta_loop_time: 11, offset_y_cm from origin: -37.70, offset_x_cm for ac: -125.03
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -37.60, offset_x_cm for ac: -124.98
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -37.50, offset_x_cm for ac: -124.93
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -37.40, offset_x_cm for ac: -124.88
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -37.30, offset_x_cm for ac: -124.84
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -37.20, offset_x_cm for ac: -124.79
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -37.10, offset_x_cm for ac: -124.74
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -37.00, offset_x_cm for ac: -124.69
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -36.90, offset_x_cm for ac: -124.65
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -36.80, offset_x_cm for ac: -124.60
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -36.70, offset_x_cm for ac: -124.55
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -36.60, offset_x_cm for ac: -124.50
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -36.50, offset_x_cm for ac: -124.46
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -36.40, offset_x_cm for ac: -124.41
send offset to actuator, count:387, delta_loop_time: 10, offset_y_cm from origin: -36.30, offset_x_cm for ac: -124.36
send offset to actuator, count:388, delta_loop_time: 11, offset_y_cm from origin: -38.78, offset_x_cm for ac: -124.38
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -38.68, offset_x_cm for ac: -124.34
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -38.58, offset_x_cm for ac: -124.29
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -38.48, offset_x_cm for ac: -124.25
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -38.38, offset_x_cm for ac: -124.21
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -38.28, offset_x_cm for ac: -124.16
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -38.18, offset_x_cm for ac: -124.12
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -38.08, offset_x_cm for ac: -124.07
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -37.98, offset_x_cm for ac: -124.03
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -37.88, offset_x_cm for ac: -123.98
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -37.78, offset_x_cm for ac: -123.94
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -37.68, offset_x_cm for ac: -123.90
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -37.58, offset_x_cm for ac: -123.85
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -37.48, offset_x_cm for ac: -123.81
send offset to actuator, count:388, delta_loop_time: 10, offset_y_cm from origin: -37.38, offset_x_cm for ac: -123.77
